,LastName,Week,Stage,Historical_Cumulative,WeeklyGoal,Current_Cumulative,GoalVariance
0,Antoniuk,1,Act,0.0,0.1346153846153846,0.0,-0.1346153846153846
1,Antoniuk,2,Act,0.0,0.2692307692307692,0.0,-0.2692307692307692
2,Antoniuk,3,Act,0.0,0.40384615384615385,0.0,-0.40384615384615385
3,Antoniuk,4,Act,0.0,0.5384615384615384,0.0,-0.5384615384615384
4,Antoniuk,5,Act,0.0,0.6730769230769231,0.0,-0.6730769230769231
5,Antoniuk,6,Act,0.0,0.8076923076923077,0.0,-0.8076923076923077
6,Antoniuk,7,Act,0.0,0.9423076923076923,0.0,-0.9423076923076923
7,Antoniuk,8,Act,0.0,1.0769230769230769,0.0,-1.0769230769230769
8,Antoniuk,9,Act,0.0,1.2115384615384615,0.0,-1.2115384615384615
9,Antoniuk,10,Act,0.0,1.3461538461538463,0.0,-1.3461538461538463
10,Antoniuk,11,Act,0.0,1.4807692307692308,0.0,-1.4807692307692308
11,Antoniuk,12,Act,0.0,1.6153846153846154,0.0,-1.6153846153846154
12,Antoniuk,13,Act,0.0,1.75,0.0,-1.75
13,Antoniuk,14,Act,0.0,1.8846153846153846,0.0,-1.8846153846153846
14,Antoniuk,15,Act,0.0,2.019230769230769,0.0,-2.019230769230769
15,Antoniuk,16,Act,0.0,2.1538461538461537,0.0,-2.1538461538461537
16,Antoniuk,17,Act,0.0,2.2884615384615383,0.0,-2.2884615384615383
17,Antoniuk,18,Act,0.0,2.423076923076923,0.0,-2.423076923076923
18,Antoniuk,19,Act,0.0,2.5576923076923075,0.0,-2.5576923076923075
19,Antoniuk,20,Act,0.0,2.6923076923076925,0.0,-2.6923076923076925
20,Antoniuk,21,Act,0.0,2.826923076923077,0.0,-2.826923076923077
21,Antoniuk,22,Act,0.0,2.9615384615384617,0.0,-2.9615384615384617
22,Antoniuk,23,Act,0.0,3.0961538461538463,0.0,-3.0961538461538463
23,Antoniuk,24,Act,0.0,3.230769230769231,0.0,-3.230769230769231
24,Antoniuk,25,Act,0.0,3.3653846153846154,0.0,-3.3653846153846154
25,Antoniuk,26,Act,0.0,3.5,0.0,-3.5
26,Antoniuk,27,Act,0.0,3.6346153846153846,0.0,-3.6346153846153846
27,Antoniuk,28,Act,0.0,3.769230769230769,0.0,-3.769230769230769
28,Antoniuk,29,Act,0.0,3.9038461538461537,0.0,-3.9038461538461537
29,Antoniuk,30,Act,0.0,4.038461538461538,0.0,-4.038461538461538
30,Antoniuk,31,Act,0.0,4.173076923076923,0.0,-4.173076923076923
31,Antoniuk,32,Act,0.0,4.3076923076923075,0.0,-4.3076923076923075
32,Antoniuk,33,Act,0.0,4.4423076923076925,0.0,-4.4423076923076925
33,Antoniuk,34,Act,0.0,4.576923076923077,0.0,-4.576923076923077
34,Antoniuk,35,Act,0.0,4.711538461538462,0.0,-4.711538461538462
35,Antoniuk,36,Act,0.0,4.846153846153846,0.0,-4.846153846153846
36,Antoniuk,37,Act,0.0,4.980769230769231,0.0,-4.980769230769231
37,Antoniuk,38,Act,0.0,5.115384615384615,0.0,-5.115384615384615
38,Antoniuk,39,Act,0.0,5.25,0.0,-5.25
39,Antoniuk,40,Act,0.0,5.384615384615385,0.0,-5.384615384615385
40,Antoniuk,41,Act,0.0,5.519230769230769,0.0,-5.519230769230769
41,Antoniuk,42,Act,0.0,5.653846153846154,0.0,-5.653846153846154
42,Antoniuk,43,Act,0.6666666666666666,6.455128205128205,0.0,-6.455128205128205
43,Antoniuk,44,Act,1.0,6.923076923076923,0.0,-6.923076923076923
44,Antoniuk,45,Act,3.6666666666666665,9.724358974358974,0.0,-9.724358974358974
45,Antoniuk,46,Act,17.666666666666668,23.85897435897436,10.0,-13.858974358974361
46,Antoniuk,47,Act,25.666666666666668,31.993589743589745,28.0,-3.9935897435897445
47,Antoniuk,48,Act,26.666666666666668,33.12820512820513,34.0,0.8717948717948687
48,Antoniuk,49,Act,30.333333333333332,36.929487179487175,39.0,2.0705128205128247
49,Antoniuk,50,Act,35.333333333333336,42.06410256410257,43.0,0.9358974358974308
50,Antoniuk,51,Act,42.666666666666664,49.53205128205128,43.0,-6.5320512820512775
51,Antoniuk,52,Act,47.0,54.0,43.0,-11.0
52,Antoniuk,1,Adm,0.3333333333333333,0.5192307692307693,0.0,-0.5192307692307693
53,Antoniuk,2,Adm,0.6666666666666666,1.0384615384615385,0.0,-1.0384615384615385
54,Antoniuk,3,Adm,1.0,1.557692307692308,0.0,-1.557692307692308
55,Antoniuk,4,Adm,1.0,1.743589743589744,0.0,-1.743589743589744
56,Antoniuk,5,Adm,1.0,1.92948717948718,0.0,-1.92948717948718
57,Antoniuk,6,Adm,1.0,2.115384615384616,0.0,-2.115384615384616
58,Antoniuk,7,Adm,1.3333333333333333,2.634615384615385,0.0,-2.634615384615385
59,Antoniuk,8,Adm,1.3333333333333333,2.820512820512821,0.0,-2.820512820512821
60,Antoniuk,9,Adm,1.6666666666666667,3.3397435897435903,0.0,-3.3397435897435903
61,Antoniuk,10,Adm,2.3333333333333335,4.192307692307693,1.0,-3.1923076923076934
62,Antoniuk,11,Adm,2.3333333333333335,4.3782051282051295,1.0,-3.3782051282051295
63,Antoniuk,12,Adm,2.6666666666666665,4.897435897435898,1.0,-3.897435897435898
64,Antoniuk,13,Adm,2.6666666666666665,5.083333333333334,1.0,-4.083333333333334
65,Antoniuk,14,Adm,2.6666666666666665,5.26923076923077,1.0,-4.26923076923077
66,Antoniuk,15,Adm,3.0,5.78846153846154,1.0,-4.78846153846154
67,Antoniuk,16,Adm,3.3333333333333335,6.307692307692309,2.0,-4.307692307692309
68,Antoniuk,17,Adm,5.0,8.160256410256412,2.0,-6.160256410256412
69,Antoniuk,18,Adm,5.666666666666667,9.012820512820515,2.0,-7.0128205128205146
70,Antoniuk,19,Adm,6.666666666666667,10.19871794871795,2.0,-8.19871794871795
71,Antoniuk,20,Adm,8.666666666666666,12.384615384615387,5.0,-7.384615384615387
72,Antoniuk,21,Adm,10.333333333333334,14.237179487179489,5.0,-9.237179487179489
73,Antoniuk,22,Adm,11.333333333333334,15.423076923076927,7.0,-8.423076923076927
74,Antoniuk,23,Adm,13.333333333333334,17.60897435897436,8.0,-9.608974358974361
75,Antoniuk,24,Adm,15.333333333333334,19.794871794871796,12.0,-7.794871794871796
76,Antoniuk,25,Adm,19.333333333333332,23.980769230769234,17.0,-6.9807692307692335
77,Antoniuk,26,Adm,23.0,27.833333333333336,22.0,-5.833333333333336
78,Antoniuk,27,Adm,24.0,29.019230769230774,24.0,-5.019230769230774
79,Antoniuk,28,Adm,26.0,31.205128205128208,29.0,-2.205128205128208
80,Antoniuk,29,Adm,27.666666666666668,33.057692307692314,32.0,-1.0576923076923137
81,Antoniuk,30,Adm,29.0,34.57692307692308,32.0,-2.57692307692308
82,Antoniuk,31,Adm,31.666666666666668,37.42948717948718,36.0,-1.4294871794871824
83,Antoniuk,32,Adm,34.0,39.94871794871795,40.0,0.0512820512820511
84,Antoniuk,33,Adm,36.666666666666664,42.80128205128205,42.0,-0.8012820512820511
85,Antoniuk,34,Adm,37.333333333333336,43.65384615384616,42.0,-1.6538461538461604
86,Antoniuk,35,Adm,39.0,45.50641025641026,44.0,-1.5064102564102626
87,Antoniuk,36,Adm,39.333333333333336,46.02564102564103,46.0,-0.025641025641029103
88,Antoniuk,37,Adm,40.0,46.87820512820513,47.0,0.1217948717948687
89,Antoniuk,38,Adm,40.0,47.06410256410257,49.0,1.9358974358974308
90,Antoniuk,39,Adm,41.333333333333336,48.58333333333334,51.0,2.416666666666657
91,Antoniuk,40,Adm,43.0,50.43589743589744,52.0,1.564102564102562
92,Antoniuk,41,Adm,43.666666666666664,51.28846153846154,52.0,0.7115384615384599
93,Antoniuk,42,Adm,44.333333333333336,52.14102564102565,53.0,0.8589743589743506
94,Antoniuk,43,Adm,46.666666666666664,54.66025641025641,53.0,-1.6602564102564088
95,Antoniuk,44,Adm,49.666666666666664,57.84615384615385,55.0,-2.8461538461538467
96,Antoniuk,45,Adm,50.333333333333336,58.698717948717956,56.0,-2.698717948717956
97,Antoniuk,46,Adm,51.0,59.55128205128206,56.0,-3.551282051282058
98,Antoniuk,47,Adm,53.666666666666664,62.40384615384615,57.0,-5.403846153846153
99,Antoniuk,48,Adm,55.0,63.92307692307693,59.0,-4.923076923076927
100,Antoniuk,49,Adm,56.666666666666664,65.77564102564102,60.0,-5.775641025641022
101,Antoniuk,50,Adm,59.666666666666664,68.96153846153847,63.0,-5.961538461538467
102,Antoniuk,51,Adm,65.66666666666667,75.14743589743591,63.0,-12.147435897435912
103,Antoniuk,52,Adm,67.33333333333333,77.0,63.0,-14.0
104,Antoniuk,1,Com,0.3333333333333333,0.5320512820512819,0.0,-0.5320512820512819
105,Antoniuk,2,Com,1.0,1.3974358974358974,0.0,-1.3974358974358974
106,Antoniuk,3,Com,1.0,1.5961538461538458,0.0,-1.5961538461538458
107,Antoniuk,4,Com,1.0,1.7948717948717945,0.0,-1.7948717948717945
108,Antoniuk,5,Com,1.0,1.9935897435897432,0.0,-1.9935897435897432
109,Antoniuk,6,Com,1.0,2.1923076923076916,0.0,-2.1923076923076916
110,Antoniuk,7,Com,1.3333333333333333,2.7243589743589736,0.0,-2.7243589743589736
111,Antoniuk,8,Com,1.3333333333333333,2.9230769230769225,0.0,-2.9230769230769225
112,Antoniuk,9,Com,1.6666666666666667,3.4551282051282044,1.0,-2.4551282051282044
113,Antoniuk,10,Com,2.3333333333333335,4.320512820512819,1.0,-3.3205128205128194
114,Antoniuk,11,Com,2.3333333333333335,4.519230769230768,1.0,-3.5192307692307683
115,Antoniuk,12,Com,2.6666666666666665,5.05128205128205,1.0,-4.05128205128205
116,Antoniuk,13,Com,2.6666666666666665,5.249999999999998,1.0,-4.249999999999998
117,Antoniuk,14,Com,2.6666666666666665,5.448717948717947,1.0,-4.448717948717947
118,Antoniuk,15,Com,3.0,5.98076923076923,1.0,-4.98076923076923
119,Antoniuk,16,Com,3.3333333333333335,6.512820512820511,2.0,-4.512820512820511
120,Antoniuk,17,Com,5.0,8.378205128205126,2.0,-6.378205128205126
121,Antoniuk,18,Com,5.666666666666667,9.243589743589743,2.0,-7.243589743589743
122,Antoniuk,19,Com,7.0,10.775641025641024,2.0,-8.775641025641024
123,Antoniuk,20,Com,9.333333333333334,13.307692307692307,6.0,-7.307692307692307
124,Antoniuk,21,Com,10.666666666666666,14.839743589743588,6.0,-8.839743589743588
125,Antoniuk,22,Com,12.0,16.37179487179487,8.0,-8.371794871794869
126,Antoniuk,23,Com,13.666666666666666,18.237179487179485,9.0,-9.237179487179485
127,Antoniuk,24,Com,15.666666666666666,20.435897435897434,13.0,-7.435897435897434
128,Antoniuk,25,Com,19.666666666666668,24.634615384615383,18.0,-6.634615384615383
129,Antoniuk,26,Com,23.666666666666668,28.833333333333332,25.0,-3.833333333333332
130,Antoniuk,27,Com,25.333333333333332,30.698717948717945,27.0,-3.6987179487179453
131,Antoniuk,28,Com,27.0,32.56410256410256,31.0,-1.564102564102562
132,Antoniuk,29,Com,29.0,34.76282051282051,33.0,-1.762820512820511
133,Antoniuk,30,Com,30.0,35.96153846153846,33.0,-2.96153846153846
134,Antoniuk,31,Com,32.333333333333336,38.493589743589745,37.0,-1.4935897435897445
135,Antoniuk,32,Com,34.666666666666664,41.02564102564102,41.0,-0.025641025641021997
136,Antoniuk,33,Com,37.666666666666664,44.22435897435897,43.0,-1.224358974358971
137,Antoniuk,34,Com,38.333333333333336,45.08974358974359,43.0,-2.089743589743591
138,Antoniuk,35,Com,39.666666666666664,46.62179487179487,46.0,-0.6217948717948687
139,Antoniuk,36,Com,40.333333333333336,47.48717948717949,47.0,-0.487179487179489
140,Antoniuk,37,Com,41.0,48.3525641025641,48.0,-0.3525641025641022
141,Antoniuk,38,Com,41.0,48.55128205128205,50.0,1.448717948717949
142,Antoniuk,39,Com,42.333333333333336,50.08333333333333,52.0,1.9166666666666714
143,Antoniuk,40,Com,43.666666666666664,51.61538461538461,53.0,1.3846153846153868
144,Antoniuk,41,Com,44.333333333333336,52.480769230769226,53.0,0.5192307692307736
